id,label
845,1
846,1
847,0
848,0
849,0
850,0
851,1
852,1
853,1
854,1
855,1
856,1
857,0
858,1
859,1
860,1
861,0
862,0
863,1
864,0
865,1
866,0
867,1
868,1
869,1
870,1
871,0
872,1
873,0
874,1
875,0
876,0
877,1
878,1
879,0
880,0
881,1
882,0
883,1
884,1
885,1
886,1
887,0
888,1
889,0
890,1
891,1
892,1
893,1
894,1
895,1
896,0
897,1
898,1
899,0
900,0
901,1
902,0
903,1
904,0
905,0
906,1
907,1
908,1
909,0
910,0
911,1
912,1
913,0
914,1
915,0
916,0
917,0
918,0
919,1
920,1
921,1
922,0
923,1
924,1
925,0
926,0
927,0
928,1
929,1
930,1
931,0
932,1
933,0
934,0
935,1
936,0
937,0
938,0
939,0
940,1
941,1
942,0
943,0
944,0
945,0
946,1
947,1
948,1
949,1
950,0
951,0
952,1
953,1
954,1
955,0
956,0
957,0
958,1
959,1
960,0
961,1
962,0
963,0
964,1
965,1
966,1
967,0
968,1
969,0
970,1
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,1
980,1
981,0
982,0
983,0
984,0
985,1
986,1
987,0
988,1
989,0
990,0
991,1
992,0
993,0
994,0
995,0
996,1
997,1
998,1
999,1
1000,0
1001,1
1002,0
1003,0
1004,1
1005,1
1006,0
1007,0
1008,0
1009,1
1010,0
1011,1
1012,0
1013,0
1014,0
1015,0
1016,0
1017,1
1018,1
1019,0
1020,0
1021,0
1022,1
1023,0
1024,0
1025,0
1026,1
1027,0
1028,0
1029,1
1030,0
1031,1
1032,0
1033,0
1034,0
1035,0
1036,1
1037,0
1038,0
1039,1
1040,0
1041,1
1042,1
1043,0
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,0
1051,1
1052,1
1053,1
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,1
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,1
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,1
1086,1
1087,0
1088,0
1089,1
1090,0
1091,0
1092,1
1093,1
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,1
1101,0
1102,0
1103,1
1104,1
1105,1
1106,1
1107,0
1108,0
1109,0
1110,1
1111,1
1112,1
1113,1
1114,0
1115,0
1116,1
1117,1
1118,1
1119,0
1120,0
1121,0
1122,0
1123,1
1124,0
1125,1
1126,1
1127,0
1128,0
1129,0
1130,1
1131,1
1132,1
1133,0
1134,0
1135,0
1136,0
1137,0
1138,1
1139,0
1140,1
1141,0
1142,0
1143,1
1144,0
1145,1
1146,0
1147,0
1148,1
1149,0
1150,0
1151,1
1152,1
1153,0
1154,1
1155,0
1156,1
1157,0
1158,0
1159,1
1160,0
1161,1
1162,0
1163,0
1164,1
1165,0
1166,1
1167,1
1168,0
1169,0
1170,0
1171,1
1172,0
1173,0
1174,0
1175,1
1176,0
1177,1
1178,1
1179,1
1180,0
1181,1
1182,0
1183,1
1184,0
1185,0
1186,1
1187,1
1188,0
1189,1
1190,0
1191,1
1192,1
1193,1
1194,0
1195,1
1196,0
1197,1
1198,1
1199,1
1200,0
1201,1
1202,1
1203,0
1204,1
1205,1
1206,0
1207,0
1208,1
1209,0
1210,1
1211,0
1212,0
1213,1
1214,1
1215,0
1216,0
1217,0
1218,1
1219,0
1220,1
1221,1
1222,0
1223,1
1224,0
1225,1
1226,1
1227,1
1228,1
1229,0
1230,1
1231,1
1232,0
1233,0
1234,0
1235,1
1236,0
1237,0
1238,0
1239,0
1240,1
1241,0
1242,0
1243,1
1244,1
1245,1
1246,0
1247,1
1248,0
1249,0
1250,0
1251,0
1252,0
1253,1
1254,1
1255,1
1256,0
1257,1
1258,1
1259,1
1260,1
1261,0
1262,0
1263,1
1264,1
1265,0
1266,1
1267,1
1268,1
1269,1
1270,1
1271,0
1272,1
1273,1
1274,1
1275,0
1276,0
1277,1
1278,1
1279,1
1280,1
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,1
1288,1
1289,0
1290,0
1291,0
1292,1
1293,1
1294,0
1295,0
1296,0
1297,1
1298,1
1299,0
1300,0
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,0
1311,0
1312,0
1313,0
1314,0
1315,1
1316,1
1317,1
1318,1
1319,0
1320,1
1321,1
1322,1
1323,1
1324,1
1325,0
1326,0
1327,0
1328,0
1329,1
1330,0
1331,1
1332,0
1333,1
1334,1
1335,1
1336,1
1337,0
1338,0
1339,0
1340,0
1341,1
1342,1
1343,0
1344,1
1345,0
1346,0
1347,1
1348,1
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,1
1359,0
1360,0
1361,1
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1368,1
1369,1
1370,0
1371,1
1372,1
1373,0
1374,1
1375,0
1376,0
1377,0
1378,1
1379,1
1380,1
1381,1
1382,0
1383,1
1384,1
1385,1
1386,0
1387,1
1388,1
1389,1
1390,1
1391,0
1392,0
1393,0
1394,0
1395,1
1396,0
1397,0
1398,0
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,0
1409,0
1410,0
1411,1
1412,1
1413,1
1414,1
1415,1
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,1
1423,1
1424,0
1425,0
1426,0
1427,0
1428,1
1429,0
1430,0
1431,0
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,0
1440,0
1441,0
1442,1
1443,1
1444,1
1445,0
1446,1
1447,0
1448,1
1449,0
1450,1
1451,1
1452,0
1453,0
1454,0
1455,0
1456,1
1457,0
1458,0
1459,1
1460,1
1461,1
1462,0
1463,0
1464,1
1465,0
1466,0
1467,1
1468,0
1469,0
1470,1
1471,1
1472,0
1473,0
1474,1
1475,0
1476,0
1477,0
1478,0
1479,0
1480,1
1481,0
1482,1
1483,1
1484,1
1485,0
1486,0
1487,1
1488,0
1489,1
1490,1
1491,0
1492,1
1493,1
1494,1
1495,1
1496,0
1497,1
1498,1
1499,0
1500,0
1501,1
1502,0
1503,1
1504,0
1505,0
1506,0
1507,1
1508,0
1509,0
1510,1
1511,1
1512,1
1513,1
1514,0
1515,1
1516,1
1517,1
1518,0
1519,0
1520,1
1521,1
1522,1
1523,1
1524,0
1525,1
1526,0
1527,0
1528,0
1529,0
1530,1
1531,0
1532,1
1533,1
1534,0
1535,0
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,0
1544,0
1545,0
1546,0
1547,1
1548,1
1549,0
1550,0
1551,0
1552,0
1553,0
1554,1
1555,1
1556,1
1557,0
1558,0
1559,1
1560,0
1561,1
1562,1
1563,1
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,1
1575,1
1576,1
1577,0
1578,0
1579,0
1580,1
1581,0
1582,1
1583,0
1584,0
1585,0
1586,0
1587,1
1588,0
1589,1
1590,0
1591,1
1592,0
1593,1
1594,0
1595,0
1596,0
1597,1
1598,1
1599,1
1600,0
1601,1
1602,0
1603,1
1604,1
1605,0
1606,0
1607,1
1608,0
1609,1
1610,1
1611,1
1612,1
1613,0
1614,0
1615,1
1616,1
1617,1
1618,1
1619,0
1620,1
1621,0
1622,1
1623,0
1624,0
1625,1
1626,1
1627,0
1628,1
1629,1
1630,1
1631,1
1632,1
1633,0
1634,0
1635,1
1636,1
1637,0
1638,1
1639,1
1640,0
1641,1
1642,0
1643,0
1644,0
1645,0
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,0
1653,0
1654,1
1655,0
1656,1
1657,0
1658,1
1659,0
1660,0
1661,0
1662,0
1663,0
1664,1
1665,1
1666,0
1667,1
1668,0
1669,0
1670,0
1671,1
1672,1
1673,0
1674,1
1675,0
1676,0
1677,0
1678,1
1679,0
1680,1
1681,0
1682,0
1683,1
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,0
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,0
1699,0
1700,1
1701,1
1702,1
1703,0
1704,1
1705,0
1706,1
1707,0
1708,1
1709,1
1710,0
1711,0
1712,0
1713,0
1714,0
1715,1
1716,0
1717,0
1718,1
1719,1
1720,1
1721,0
1722,1
1723,1
1724,0
1725,1
1726,0
1727,0
1728,1
1729,1
1730,0
1731,1
1732,0
1733,0
1734,0
1735,1
1736,1
1737,1
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,1
1745,1
1746,1
1747,1
1748,0
1749,1
1750,1
1751,0
1752,0
1753,0
1754,1
1755,1
1756,1
1757,0
1758,1
1759,1
1760,1
1761,1
1762,0
1763,1
1764,0
1765,0
1766,0
1767,1
1768,0
1769,1
1770,0
1771,1
1772,1
1773,1
1774,0
1775,1
1776,0
1777,0
1778,0
1779,1
1780,0
1781,1
1782,1
1783,0
1784,0
1785,1
1786,0
1787,0
1788,1
1789,0
1790,1
1791,0
1792,0
1793,0
1794,0
1795,1
1796,1
1797,0
1798,0
1799,0
1800,0
1801,1
1802,1
1803,1
1804,0
1805,0
1806,0
1807,1
1808,1
1809,0
1810,0
1811,0
1812,0
1813,1
1814,1
1815,1
1816,1
1817,1
1818,0
1819,0
1820,0
1821,1
1822,0
1823,0
1824,1
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,1
1834,0
1835,0
1836,1
1837,1
1838,1
1839,0
1840,1
1841,0
1842,0
1843,0
1844,1
1845,1
1846,0
1847,1
1848,1
1849,1
1850,0
1851,0
1852,0
1853,1
1854,0
1855,0
1856,0
1857,0
1858,0
1859,1
1860,1
1861,0
1862,0
1863,1
1864,1
1865,0
1866,1
1867,0
1868,0
1869,1
1870,0
1871,1
1872,0
1873,1
1874,1
1875,1
1876,0
1877,1
1878,1
1879,1
1880,1
1881,1
1882,1
1883,1
1884,0
1885,1
1886,0
1887,0
1888,0
1889,1
1890,1
1891,0
1892,0
1893,0
1894,0
1895,1
1896,0
1897,1
1898,0
1899,0
1900,1
1901,0
1902,1
1903,0
1904,1
1905,1
1906,1
1907,1
1908,0
1909,0
1910,0
1911,1
1912,1
1913,1
1914,0
1915,1
1916,0
1917,0
1918,1
1919,1
1920,1
1921,0
1922,0
1923,0
1924,1
1925,0
1926,0
1927,1
1928,1
1929,0
1930,0
1931,1
1932,0
1933,1
1934,1
1935,0
1936,0
1937,0
1938,1
1939,1
1940,1
1941,1
1942,1
1943,0
1944,1
1945,1
1946,1
1947,0
1948,0
1949,1
1950,1
1951,1
1952,0
1953,0
1954,0
1955,1
1956,1
1957,1
1958,0
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,0
1969,0
1970,0
1971,1
1972,0
1973,0
1974,1
1975,1
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,1
1985,0
1986,1
1987,0
1988,1
1989,0
1990,0
1991,0
1992,0
1993,1
1994,1
1995,0
1996,1
1997,0
1998,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,1
2005,1
2006,1
2007,1
2008,1
2009,0
2010,1
2011,1
2012,1
2013,0
2014,0
2015,0
2016,1
2017,1
2018,1
2019,1
2020,1
2021,0
2022,0
2023,1
2024,1
2025,1
2026,1
2027,1
2028,0
2029,1
2030,0
2031,1
2032,0
2033,0
2034,0
2035,0
2036,1
2037,0
2038,0
2039,1
2040,1
2041,1
2042,0
2043,0
2044,1
2045,1
2046,0
2047,0
2048,0
2049,0
2050,1
2051,0
2052,0
2053,1
2054,0
2055,0
2056,1
2057,1
2058,1
2059,0
2060,0
2061,0
2062,0
2063,0
2064,1
2065,1
2066,0
2067,1
2068,0
2069,0
2070,1
2071,0
2072,1
2073,1
2074,0
2075,0
2076,1
2077,0
2078,0
2079,1
2080,1
2081,1
2082,1
2083,0
2084,1
2085,1
2086,0
2087,1
2088,0
2089,0
2090,0
2091,0
2092,1
2093,1
2094,0
2095,1
2096,0
2097,0
2098,1
2099,0
2100,0
2101,0
2102,0
2103,0
2104,1
2105,0
2106,1
2107,1
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,1
2124,0
2125,0
2126,1
2127,0
2128,1
2129,0
2130,1
2131,0
2132,0
2133,0
2134,1
2135,0
2136,0
2137,1
2138,1
2139,1
2140,0
2141,1
2142,0
2143,0
2144,1
2145,0
2146,1
2147,1
2148,1
2149,1
2150,0
2151,0
2152,0
2153,1
2154,1
2155,1
2156,0
2157,0
2158,0
2159,1
2160,1
2161,1
2162,1
2163,0
2164,0
2165,0
2166,0
2167,1
2168,1
2169,0
2170,0
2171,1
2172,1
2173,1
2174,1
2175,1
2176,0
2177,0
2178,0
2179,0
2180,1
2181,1
2182,1
2183,0
2184,0
2185,1
2186,1
2187,1
2188,0
2189,0
2190,1
2191,0
2192,1
2193,1
2194,1
2195,0
2196,1
2197,1
2198,0
2199,1
2200,0
2201,0
2202,0
2203,1
2204,1
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,1
2212,0
2213,1
2214,1
2215,0
2216,1
2217,1
2218,1
2219,1
2220,0
2221,0
2222,0
2223,0
2224,1
2225,1
2226,1
2227,0
2228,1
2229,1
2230,1
2231,1
2232,0
2233,1
2234,0
2235,1
2236,1
2237,1
2238,0
2239,1
2240,0
2241,0
2242,0
2243,1
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,1
2252,0
2253,0
2254,1
2255,0
2256,1
2257,0
2258,1
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,0
2266,1
2267,0
2268,0
2269,0
2270,1
2271,1
2272,1
2273,1
2274,0
2275,0
2276,1
2277,1
2278,1
2279,1
2280,0
2281,0
2282,1
2283,0
2284,0
2285,1
2286,1
2287,0
2288,1
2289,1
2290,0
2291,0
2292,0
2293,0
2294,1
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,1
2302,1
2303,1
2304,0
2305,1
2306,0
2307,0
2308,0
2309,1
2310,1
2311,0
2312,1
2313,0
2314,1
2315,1
2316,1
2317,1
2318,0
2319,1
2320,0
2321,1
2322,0
2323,0
2324,1
2325,0
2326,0
2327,1
2328,1
2329,0
2330,1
2331,0
2332,1
2333,1
2334,1
2335,1
2336,0
2337,0
2338,1
2339,0
2340,0
2341,1
2342,0
2343,0
2344,1
2345,1
2346,0
2347,1
2348,0
2349,1
2350,1
2351,1
2352,1
2353,1
2354,1
2355,1
2356,0
2357,1
2358,1
2359,0
2360,0
2361,1
2362,1
2363,1
2364,0
2365,0
2366,0
2367,0
2368,0
2369,1
2370,0
2371,0
2372,0
2373,1
2374,0
2375,1
2376,1
2377,0
2378,0
2379,0
2380,1
2381,1
2382,1
2383,1
2384,0
2385,1
2386,1
2387,1
2388,0
2389,1
2390,0
2391,1
2392,1
2393,1
2394,0
2395,0
2396,1
2397,1
2398,1
2399,0
2400,0
2401,0
2402,1
2403,1
2404,0
2405,0
2406,1
2407,1
2408,1
2409,0
2410,1
2411,1
2412,1
2413,0
2414,0
2415,0
2416,1
2417,0
2418,1
2419,0
2420,1
2421,0
2422,0
2423,1
2424,1
2425,0
2426,1
2427,1
2428,0
2429,0
2430,0
2431,0
2432,1
2433,0
2434,1
2435,0
2436,1
2437,1
2438,0
2439,0
2440,1
2441,0
2442,0
2443,1
2444,1
2445,0
2446,1
2447,0
2448,1
2449,1
2450,0
2451,1
2452,0
2453,1
2454,1
2455,1
2456,1
2457,1
2458,0
2459,1
2460,0
2461,1
2462,0
2463,1
2464,0
2465,0
2466,0
2467,1
2468,0
2469,0
2470,1
2471,0
2472,0
2473,0
2474,0
2475,0
2476,1
2477,0
2478,1
2479,1
2480,0
2481,0
2482,1
2483,0
2484,0
2485,1
2486,0
2487,0
2488,1
2489,0
2490,0
2491,0
2492,0
2493,1
2494,0
2495,0
2496,0
2497,0
2498,0
2499,1
2500,1
2501,1
2502,1
2503,0
2504,0
2505,0
2506,0
2507,1
2508,0
2509,0
2510,1
2511,0
2512,1
2513,1
2514,1
2515,0
2516,0
2517,1
2518,0
2519,0
2520,1
2521,1
2522,1
2523,1
2524,1
2525,0
2526,0
2527,1
2528,1
2529,0
2530,0
2531,1
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,1
2539,1
2540,0
2541,1
2542,0
2543,0
2544,0
2545,0
2546,1
2547,1
2548,0
2549,0
2550,0
2551,0
2552,1
2553,0
2554,0
2555,0
2556,1
2557,0
2558,0
2559,1
2560,1
2561,0
2562,0
2563,1
2564,1
2565,1
2566,1
2567,0
2568,1
2569,1
2570,0
2571,0
2572,0
2573,1
2574,0
2575,1
2576,0
2577,1
2578,0
2579,1
2580,1
2581,0
2582,0
2583,1
2584,0
2585,1
2586,1
2587,1
2588,0
2589,1
2590,0
2591,0
2592,1
2593,0
2594,1
2595,1
2596,1
2597,0
2598,1
2599,1
2600,0
2601,1
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,1
2614,1
2615,0
2616,1
2617,0
2618,0
2619,0
2620,1
2621,0
2622,0
2623,0
2624,0
2625,1
2626,1
2627,0
2628,0
2629,1
2630,0
2631,0
2632,0
2633,1
2634,1
2635,0
2636,1
2637,1
2638,1
2639,0
2640,1
2641,0
2642,1
2643,1
2644,0
2645,1
2646,1
2647,0
2648,0
2649,0
2650,0
2651,0
2652,1
2653,1
2654,1
2655,1
2656,1
2657,0
2658,1
2659,0
2660,1
2661,0
2662,0
2663,1
2664,0
2665,1
2666,0
2667,1
2668,0
2669,1
2670,0
2671,1
2672,1
2673,1
2674,1
2675,1
2676,0
2677,0
2678,0
2679,0
2680,1
2681,1
2682,1
2683,1
2684,1
2685,1
2686,0
2687,0
2688,1
2689,1
2690,0
2691,1
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,1
2704,0
2705,0
2706,0
2707,0
2708,1
2709,1
2710,0
2711,1
2712,0
2713,1
2714,1
2715,0
2716,1
2717,0
2718,1
2719,1
2720,1
2721,1
2722,1
2723,0
2724,1
2725,0
2726,0
2727,1
2728,1
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,1
2737,0
2738,1
2739,1
2740,0
2741,1
2742,1
2743,0
2744,1
2745,0
2746,0
2747,0
2748,0
2749,1
2750,0
2751,1
2752,0
2753,1
2754,1
2755,1
2756,1
2757,0
2758,0
2759,0
2760,1
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,1
2769,0
2770,0
2771,1
2772,1
2773,1
2774,0
2775,1
2776,1
2777,0
2778,1
2779,0
2780,1
2781,1
2782,0
2783,1
2784,0
2785,0
2786,0
2787,0
2788,1
2789,0
2790,0
2791,1
2792,0
2793,0
2794,0
2795,0
2796,1
2797,0
2798,1
2799,0
2800,1
2801,1
2802,1
2803,1
2804,0
2805,0
2806,1
2807,0
2808,1
2809,0
2810,1
2811,1
2812,1
2813,1
2814,0
2815,1
2816,1
2817,1
2818,0
2819,0
2820,0
2821,0
2822,1
2823,0
2824,1
2825,1
2826,0
2827,1
2828,1
2829,0
2830,0
2831,0
2832,1
2833,0
2834,0
2835,0
2836,0
2837,1
2838,0
2839,0
2840,0
2841,1
2842,0
2843,0
2844,1
2845,0
2846,0
2847,0
2848,1
2849,0
2850,1
2851,1
2852,0
2853,1
2854,0
2855,0
2856,1
2857,0
2858,0
2859,1
2860,0
2861,0
2862,0
2863,0
2864,1
2865,0
2866,1
2867,1
2868,0
2869,0
2870,1
2871,0
2872,0
2873,1
2874,1
2875,0
2876,0
2877,0
2878,1
2879,1
2880,1
2881,1
2882,1
2883,0
2884,1
2885,1
2886,1
2887,1
2888,0
2889,0
2890,0
2891,1
2892,1
2893,0
2894,0
2895,1
2896,0
2897,0
2898,1
2899,1
2900,0
2901,1
2902,1
2903,1
2904,0
2905,1
2906,1
2907,0
2908,0
2909,0
2910,1
2911,1
2912,0
2913,0
2914,1
2915,1
2916,0
2917,0
2918,1
2919,0
2920,0
2921,1
2922,0
2923,1
2924,0
2925,1
2926,0
2927,1
2928,0
2929,0
2930,1
2931,0
2932,1
2933,0
2934,1
2935,0
2936,1
2937,0
2938,1
2939,0
2940,0
2941,0
2942,0
2943,1
2944,0
2945,1
2946,0
2947,0
2948,1
2949,0
2950,1
2951,0
2952,0
2953,0
2954,1
2955,0
2956,1
2957,1
2958,1
2959,0
2960,1
2961,0
2962,0
2963,0
2964,1
2965,1
2966,0
2967,1
2968,1
2969,1
2970,0
2971,0
2972,0
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,0
2980,1
2981,1
2982,0
2983,0
2984,1
2985,0
2986,1
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,1
2994,0
2995,0
2996,1
2997,1
2998,1
