,POS Diversity
369,0.2698412698412698
370,0.2903225806451613
371,0.45454545454545453
372,0.3829787234042553
373,0.3018867924528302
374,0.5
375,0.5416666666666666
376,0.325
377,0.27906976744186046
378,0.7857142857142857
379,0.5714285714285714
380,0.6842105263157895
381,0.5
382,0.5185185185185185
383,0.625
384,0.7
385,0.8181818181818182
386,0.6666666666666666
387,0.6666666666666666
388,1.0
389,0.5833333333333334
390,0.4782608695652174
391,0.625
392,1.0
393,0.8181818181818182
394,0.27419354838709675
395,0.2826086956521739
396,0.29850746268656714
397,0.875
398,0.34615384615384615
399,0.375
400,0.5357142857142857
401,0.5882352941176471
402,0.27450980392156865
403,0.3469387755102041
404,0.6875
405,1.0
406,0.75
407,0.4074074074074074
408,0.29333333333333333
409,0.42857142857142855
410,0.875
411,0.4827586206896552
412,0.52
413,0.3448275862068966
414,0.5833333333333334
415,0.39473684210526316
416,0.3333333333333333
417,0.47058823529411764
418,0.45454545454545453
419,0.5555555555555556
420,0.45454545454545453
421,1.0
422,0.5333333333333333
423,0.75
424,0.6666666666666666
425,0.9
426,0.6666666666666666
427,0.7272727272727273
428,0.5882352941176471
429,0.625
430,1.0
431,0.5
432,1.0
433,1.0
434,0.5454545454545454
435,0.3902439024390244
436,0.4146341463414634
437,0.20869565217391303
438,0.48
439,0.7368421052631579
440,0.36538461538461536
441,0.5769230769230769
442,0.45161290322580644
443,0.4444444444444444
444,0.5
445,0.36363636363636365
446,1.0
447,1.0
448,0.5
449,0.8571428571428571
450,0.8461538461538461
451,0.8571428571428571
452,0.9166666666666666
453,0.36585365853658536
454,0.4
455,1.0
456,0.2857142857142857
457,0.5789473684210527
458,0.625
459,0.4444444444444444
460,0.3958333333333333
461,0.5714285714285714
462,0.5
463,0.6666666666666666
464,0.5172413793103449
465,0.6
466,0.4642857142857143
467,0.3333333333333333
468,0.4444444444444444
469,0.38461538461538464
470,0.37142857142857144
471,0.4444444444444444
472,0.5666666666666667
473,0.75
474,0.41304347826086957
475,0.3181818181818182
476,0.2982456140350877
477,0.7
478,0.23076923076923078
479,0.40540540540540543
480,0.21238938053097345
481,0.38636363636363635
482,0.32558139534883723
483,0.6666666666666666
484,0.40476190476190477
485,0.4375
486,0.41935483870967744
487,0.14864864864864866
488,0.26785714285714285
489,0.8181818181818182
490,0.5238095238095238
491,0.5
492,0.26153846153846155
493,0.7777777777777778
494,0.4
495,0.75
496,0.2549019607843137
497,0.4146341463414634
498,0.34
499,0.4482758620689655
500,0.3392857142857143
501,0.3333333333333333
502,0.4666666666666667
503,0.2597402597402597
504,0.5909090909090909
505,0.40425531914893614
506,0.28
507,0.39473684210526316
508,0.47619047619047616
509,0.3333333333333333
510,0.2857142857142857
511,0.7692307692307693
512,0.3157894736842105
513,0.5714285714285714
514,0.358974358974359
515,0.5789473684210527
516,0.16666666666666666
517,0.5128205128205128
518,0.28846153846153844
519,0.4146341463414634
520,0.5882352941176471
521,0.4
522,0.4186046511627907
523,0.7142857142857143
524,0.6363636363636364
525,1.0
526,0.5
527,0.8571428571428571
528,0.3333333333333333
529,0.5161290322580645
530,0.5625
531,0.4090909090909091
532,0.5333333333333333
533,0.75
534,0.41935483870967744
535,0.6190476190476191
536,0.5714285714285714
537,0.5
538,0.5
539,0.5333333333333333
540,0.75
541,0.5
542,0.41379310344827586
543,0.5294117647058824
544,0.6086956521739131
545,0.6666666666666666
546,0.3333333333333333
547,0.26153846153846155
548,0.48
549,0.22826086956521738
550,0.45
551,0.2714285714285714
552,0.358974358974359
553,0.4
554,0.7777777777777778
555,0.4411764705882353
556,0.5789473684210527
557,0.25
558,0.28888888888888886
559,0.5
560,0.75
561,0.9230769230769231
562,0.4146341463414634
563,1.0
564,0.631578947368421
565,0.75
566,0.6363636363636364
567,0.2289156626506024
568,0.6666666666666666
569,0.42424242424242425
570,0.25
571,0.6
572,1.0
573,1.0
574,0.5
575,0.23809523809523808
576,0.3673469387755102
577,0.48148148148148145
578,0.9090909090909091
579,0.6153846153846154
580,0.55
581,0.7777777777777778
582,0.4166666666666667
583,0.7
584,0.34782608695652173
585,0.2375
586,0.3114754098360656
587,0.6470588235294118
588,0.5
589,0.7142857142857143
590,0.9
591,1.0
592,0.358974358974359
593,0.3333333333333333
594,0.36363636363636365
595,0.24705882352941178
596,0.296875
597,0.3770491803278688
598,1.0
599,0.8
600,0.8
601,0.2537313432835821
602,0.48
603,0.8181818181818182
604,0.5909090909090909
605,0.4166666666666667
606,0.3953488372093023
607,0.5185185185185185
608,0.42857142857142855
609,0.6
610,0.4444444444444444
611,0.4838709677419355
612,0.6923076923076923
613,0.3235294117647059
614,0.5625
615,0.47058823529411764
616,0.5
617,0.4375
618,0.5151515151515151
619,0.48148148148148145
620,0.43478260869565216
621,0.6666666666666666
622,0.36666666666666664
623,0.44
624,0.26582278481012656
625,0.8461538461538461
626,0.40476190476190477
627,0.2698412698412698
628,0.6666666666666666
629,0.5
630,0.5333333333333333
631,0.34210526315789475
632,0.45161290322580644
633,1.0
634,0.5862068965517241
635,0.5454545454545454
636,0.425531914893617
637,0.6666666666666666
638,0.625
639,0.75
640,0.3902439024390244
641,0.6153846153846154
642,0.75
643,0.35135135135135137
644,0.6875
645,1.0
646,0.47058823529411764
647,0.48
648,0.625
649,0.5
650,0.5714285714285714
651,0.5
652,0.7142857142857143
653,0.3793103448275862
654,0.75
655,0.8571428571428571
656,0.41025641025641024
657,0.65
658,0.7222222222222222
659,0.8571428571428571
660,0.8333333333333334
661,1.0
662,0.8181818181818182
663,0.5714285714285714
664,0.6875
665,1.0
666,0.75
667,0.36585365853658536
668,0.6666666666666666
669,0.6666666666666666
670,0.8
671,0.6666666666666666
672,0.4782608695652174
673,0.4411764705882353
674,0.1774193548387097
675,0.5652173913043478
676,0.34545454545454546
677,0.3684210526315789
678,0.4666666666666667
679,0.4634146341463415
680,0.21052631578947367
681,0.7777777777777778
682,0.4074074074074074
683,0.56
684,0.6296296296296297
685,0.4375
686,0.4666666666666667
687,0.3148148148148148
688,0.42857142857142855
689,0.5357142857142857
690,0.5714285714285714
691,0.55
692,0.4090909090909091
693,0.9
694,0.40625
695,0.7142857142857143
696,0.3148148148148148
697,0.5185185185185185
698,0.7
699,0.4375
700,0.5833333333333334
701,0.3684210526315789
702,1.0
703,0.65
704,0.6818181818181818
705,0.6
706,1.0
707,0.5833333333333334
708,0.625
709,0.5384615384615384
710,0.42857142857142855
711,0.5925925925925926
712,0.3584905660377358
713,0.48
714,0.8333333333333334
715,0.7142857142857143
716,0.46875
717,1.0
718,0.7777777777777778
719,0.37254901960784315
720,0.6
721,0.5555555555555556
722,0.6
723,0.6666666666666666
724,1.0
725,0.8571428571428571
726,0.6666666666666666
727,0.40625
728,0.3469387755102041
729,0.8333333333333334
730,0.7058823529411765
731,0.6086956521739131
732,0.3333333333333333
733,0.35294117647058826
734,0.3137254901960784
735,1.0
736,0.208955223880597
737,0.43333333333333335
738,0.28846153846153844
739,0.4666666666666667
740,0.6666666666666666
741,0.5909090909090909
742,0.875
743,0.42857142857142855
744,0.875
745,0.46875
746,0.64
747,0.6470588235294118
748,0.7
749,0.5172413793103449
750,0.2894736842105263
751,0.4838709677419355
752,1.0
753,1.0
754,0.3116883116883117
755,0.56
756,0.39285714285714285
757,0.5714285714285714
758,0.36666666666666664
759,0.34615384615384615
760,0.7692307692307693
761,0.8
762,0.3424657534246575
763,0.6521739130434783
764,0.875
765,0.4186046511627907
766,0.4838709677419355
767,0.8461538461538461
768,0.5416666666666666
769,0.28
770,0.8888888888888888
771,0.59375
772,0.6666666666666666
773,0.36363636363636365
774,0.35135135135135137
775,0.4
776,0.6
777,0.41304347826086957
778,0.30952380952380953
779,0.2631578947368421
780,0.3064516129032258
781,0.75
782,0.5
783,0.5
784,0.24096385542168675
785,0.2830188679245283
786,1.0
787,0.34782608695652173
788,0.32142857142857145
789,0.25757575757575757
790,0.5714285714285714
791,0.3111111111111111
792,0.5263157894736842
793,0.52
794,0.5217391304347826
795,0.6470588235294118
796,0.1736111111111111
797,0.6521739130434783
798,0.4
799,0.3870967741935484
800,0.32558139534883723
801,0.5714285714285714
802,0.5769230769230769
803,0.4444444444444444
804,0.6111111111111112
805,0.3384615384615385
806,0.4864864864864865
807,0.2537313432835821
808,0.5294117647058824
809,0.48717948717948717
810,0.5555555555555556
811,1.0
812,0.2898550724637681
813,0.2982456140350877
814,0.6923076923076923
815,0.3
816,0.6666666666666666
817,0.6111111111111112
818,0.8333333333333334
819,0.5925925925925926
820,0.41379310344827586
821,0.3333333333333333
822,0.75
823,0.3673469387755102
824,0.5882352941176471
825,0.3269230769230769
826,0.7692307692307693
827,0.7142857142857143
828,1.0
829,0.875
830,0.6
831,0.30357142857142855
832,0.6153846153846154
833,1.0
834,0.5714285714285714
835,0.5882352941176471
836,0.75
837,0.325
838,0.2727272727272727
839,0.625
840,0.875
841,0.8888888888888888
842,0.2923076923076923
843,0.5555555555555556
844,0.7777777777777778
845,0.75
846,0.5
847,0.47058823529411764
848,0.6666666666666666
849,0.4146341463414634
850,0.48148148148148145
851,1.0
852,0.42857142857142855
853,0.6
854,0.6190476190476191
855,0.52
856,0.6666666666666666
857,0.875
858,1.0
859,0.75
860,0.75
861,0.4090909090909091
862,0.3
863,0.4358974358974359
864,0.5416666666666666
865,0.52
866,0.2553191489361702
867,0.47619047619047616
868,0.40425531914893614
869,0.5517241379310345
870,0.4444444444444444
871,0.3783783783783784
872,0.75
873,0.6363636363636364
874,0.5517241379310345
875,0.43333333333333335
876,0.425
877,0.5172413793103449
878,0.56
879,0.2777777777777778
880,0.40476190476190477
881,0.8461538461538461
882,0.5555555555555556
883,0.7272727272727273
884,0.8
885,0.8571428571428571
886,0.3333333333333333
887,0.7272727272727273
888,0.5454545454545454
889,0.8181818181818182
890,0.3617021276595745
891,0.7
892,0.375
893,0.48
894,0.4
895,0.6875
896,0.47619047619047616
897,0.3541666666666667
898,0.4666666666666667
899,0.8181818181818182
900,0.6666666666666666
901,0.6153846153846154
902,0.46875
903,0.8333333333333334
904,0.8
905,0.8333333333333334
906,1.0
907,0.6363636363636364
908,0.3673469387755102
909,0.5555555555555556
910,0.52
911,0.7142857142857143
912,0.36538461538461536
913,0.32558139534883723
914,0.5384615384615384
915,0.8
916,0.24528301886792453
917,0.5882352941176471
918,1.0
919,0.6206896551724138
920,0.6666666666666666
921,0.9090909090909091
922,0.43243243243243246
923,0.5652173913043478
924,0.53125
925,0.4
926,0.3235294117647059
927,0.6818181818181818
928,0.37254901960784315
929,0.26229508196721313
930,0.6190476190476191
931,0.42857142857142855
932,0.27586206896551724
933,0.35
934,0.5
935,0.625
936,0.8461538461538461
937,1.0
938,0.4594594594594595
939,0.28888888888888886
940,0.2830188679245283
941,0.5625
942,0.4897959183673469
943,0.5454545454545454
944,0.55
945,0.23170731707317074
946,0.6875
947,0.3548387096774194
948,0.7777777777777778
949,0.375
950,0.26666666666666666
951,0.3584905660377358
952,0.53125
953,0.3103448275862069
954,0.45454545454545453
955,0.5
956,0.3103448275862069
957,0.8333333333333334
958,0.631578947368421
959,0.52
960,0.3125
961,0.6
962,0.3230769230769231
963,0.8888888888888888
964,0.5333333333333333
965,0.6363636363636364
966,0.5862068965517241
967,0.5384615384615384
968,0.47368421052631576
969,0.42
970,1.0
971,0.7647058823529411
972,0.5769230769230769
973,0.7142857142857143
974,0.8
975,0.6666666666666666
976,0.4444444444444444
977,1.0
978,1.0
979,0.625
980,0.8
981,0.7142857142857143
982,0.5454545454545454
983,0.42857142857142855
984,0.40540540540540543
985,0.2826086956521739
986,0.8181818181818182
987,0.7333333333333333
988,0.68
989,0.3684210526315789
990,0.5909090909090909
991,0.5714285714285714
992,0.6666666666666666
993,0.39285714285714285
994,0.5185185185185185
995,0.65
996,0.30158730158730157
997,0.36666666666666664
998,0.6875
999,0.5625
1000,0.7272727272727273
1001,0.7692307692307693
1002,0.6363636363636364
1003,0.37142857142857144
1004,0.34615384615384615
1005,0.6666666666666666
1006,0.22340425531914893
1007,0.41304347826086957
1008,0.6
1009,0.8
1010,0.1062992125984252
1011,0.47619047619047616
1012,0.29333333333333333
1013,0.45
1014,0.375
1015,0.7777777777777778
1016,0.46875
1017,1.0
1018,0.8125
1019,0.625
1020,0.7
1021,0.3220338983050847
1022,0.48717948717948717
1023,1.0
1024,0.42105263157894735
1025,0.3157894736842105
1026,0.8
1027,0.6666666666666666
1028,1.0
1029,0.5833333333333334
1030,0.8
1031,0.5454545454545454
1032,1.0
1033,0.7777777777777778
1034,0.6428571428571429
1035,0.6666666666666666
1036,0.8888888888888888
1037,0.8571428571428571
1038,0.75
1039,0.6428571428571429
1040,0.8571428571428571
1041,1.0
1042,0.75
1043,0.6666666666666666
1044,0.9090909090909091
1045,0.75
1046,0.6818181818181818
1047,0.7272727272727273
1048,1.0
1049,1.0
1050,0.8888888888888888
1051,0.37777777777777777
1052,0.34782608695652173
1053,0.47619047619047616
1054,0.4318181818181818
1055,0.4418604651162791
1056,0.4666666666666667
1057,0.6666666666666666
1058,0.4827586206896552
1059,0.7777777777777778
1060,0.7777777777777778
1061,0.6
1062,0.40425531914893614
1063,1.0
1064,0.5
1065,0.48148148148148145
1066,0.5714285714285714
1067,0.5555555555555556
1068,0.6666666666666666
1069,0.8461538461538461
1070,0.5384615384615384
1071,0.5
1072,0.6
1073,0.875
1074,0.8
1075,0.6363636363636364
1076,0.6470588235294118
1077,0.7777777777777778
1078,0.46153846153846156
1079,0.29411764705882354
1080,0.5862068965517241
1081,0.56
1082,0.41025641025641024
1083,0.75
1084,0.34
1085,0.38461538461538464
1086,0.6086956521739131
1087,0.6875
1088,0.7272727272727273
1089,0.631578947368421
1090,0.32075471698113206
1091,0.64
1092,0.7058823529411765
1093,0.7777777777777778
1094,0.5454545454545454
1095,0.46875
1096,0.2711864406779661
1097,0.5
1098,0.5
1099,0.7272727272727273
1100,0.7142857142857143
1101,0.5454545454545454
1102,0.75
1103,0.4222222222222222
1104,0.9166666666666666
1105,0.23076923076923078
1106,0.3611111111111111
1107,0.4444444444444444
1108,0.8333333333333334
1109,0.5909090909090909
1110,0.7647058823529411
1111,0.5185185185185185
1112,0.3617021276595745
1113,0.875
1114,0.4782608695652174
1115,0.875
1116,0.47368421052631576
1117,0.6666666666666666
1118,0.3902439024390244
1119,0.6666666666666666
1120,0.6666666666666666
1121,0.52
1122,0.7857142857142857
1123,0.6666666666666666
1124,0.41025641025641024
1125,0.6470588235294118
1126,1.0
1127,0.20238095238095238
1128,0.7692307692307693
1129,0.35714285714285715
1130,1.0
1131,1.0
1132,1.0
1133,1.0
1134,1.0
1135,0.3888888888888889
1136,0.27586206896551724
1137,0.4146341463414634
1138,0.30434782608695654
1139,0.6666666666666666
1140,0.7272727272727273
1141,0.75
1142,0.5185185185185185
1143,0.3541666666666667
1144,0.3488372093023256
1145,0.6153846153846154
1146,0.5357142857142857
1147,0.36065573770491804
1148,0.45161290322580644
1149,0.4074074074074074
1150,0.2537313432835821
1151,0.5652173913043478
1152,0.3409090909090909
1153,0.75
1154,0.39285714285714285
1155,0.6428571428571429
1156,0.36363636363636365
1157,0.26229508196721313
1158,0.2830188679245283
1159,0.8571428571428571
1160,0.43243243243243246
1161,0.5
1162,1.0
1163,0.8181818181818182
1164,0.75
1165,0.5416666666666666
1166,0.41935483870967744
1167,0.35714285714285715
1168,0.75
1169,0.6153846153846154
1170,0.7222222222222222
1171,0.75
1172,0.5
1173,0.6842105263157895
1174,0.425
1175,0.5
1176,0.45454545454545453
1177,0.7857142857142857
1178,0.6666666666666666
1179,0.7142857142857143
1180,0.7
1181,0.875
1182,0.3953488372093023
1183,0.6666666666666666
1184,0.625
1185,0.3137254901960784
1186,0.5
1187,0.48148148148148145
1188,0.5714285714285714
1189,0.5625
1190,0.7142857142857143
1191,1.0
1192,0.5
1193,0.42424242424242425
1194,0.5909090909090909
1195,0.75
1196,0.3050847457627119
1197,0.3
1198,0.7692307692307693
1199,0.5
1200,0.6470588235294118
1201,1.0
1202,0.6923076923076923
1203,0.7
1204,1.0
1205,0.5294117647058824
1206,0.375
1207,0.41935483870967744
1208,0.5185185185185185
1209,0.47368421052631576
1210,0.5384615384615384
1211,0.4722222222222222
1212,0.42857142857142855
1213,0.32142857142857145
1214,0.5
1215,0.2714285714285714
1216,0.3333333333333333
1217,0.3333333333333333
1218,0.33962264150943394
1219,1.0
1220,0.42105263157894735
1221,0.2692307692307692
1222,0.52
1223,0.75
1224,0.2857142857142857
1225,0.42857142857142855
1226,0.2916666666666667
1227,0.4117647058823529
1228,0.7222222222222222
1229,0.47368421052631576
1230,0.4117647058823529
1231,0.3953488372093023
1232,0.3181818181818182
1233,0.5555555555555556
1234,0.5862068965517241
1235,0.65
1236,0.42857142857142855
1237,0.41509433962264153
1238,0.3142857142857143
1239,0.48148148148148145
1240,0.3783783783783784
1241,0.33962264150943394
1242,0.6111111111111112
1243,0.34146341463414637
1244,1.0
1245,0.8571428571428571
1246,1.0
1247,0.37254901960784315
1248,0.5
1249,0.2765957446808511
1250,0.6666666666666666
1251,0.2962962962962963
1252,0.4186046511627907
1253,0.5882352941176471
1254,0.8181818181818182
1255,0.3275862068965517
1256,0.5925925925925926
1257,0.5714285714285714
1258,0.5416666666666666
1259,0.3125
1260,0.4146341463414634
1261,0.5
1262,0.3191489361702128
1263,0.391304347826087
1264,0.3269230769230769
1265,0.358974358974359
1266,0.3870967741935484
1267,0.6666666666666666
1268,0.7777777777777778
1269,0.6
1270,0.6666666666666666
1271,0.6875
1272,0.9090909090909091
1273,0.32558139534883723
1274,0.5
1275,0.375
1276,0.6666666666666666
1277,0.75
1278,0.875
1279,0.5483870967741935
1280,0.3611111111111111
1281,0.3013698630136986
1282,0.3157894736842105
1283,0.3333333333333333
1284,0.19791666666666666
1285,0.26865671641791045
1286,0.2962962962962963
1287,0.44
1288,0.7
1289,0.3157894736842105
1290,0.6
1291,1.0
1292,0.3902439024390244
1293,0.6470588235294118
1294,0.2535211267605634
1295,0.24074074074074073
1296,0.4117647058823529
1297,0.41935483870967744
1298,0.41025641025641024
1299,0.8
1300,0.425
1301,0.7083333333333334
1302,0.7368421052631579
1303,0.28
1304,0.65
1305,0.2894736842105263
1306,0.6666666666666666
1307,0.32608695652173914
1308,0.32432432432432434
1309,0.27419354838709675
1310,0.34375
1311,0.64
1312,0.5428571428571428
1313,0.2647058823529412
1314,0.8333333333333334
1315,0.4074074074074074
1316,0.2535211267605634
1317,0.8
1318,0.4
1319,0.6666666666666666
1320,0.42424242424242425
1321,1.0
1322,0.5294117647058824
1323,0.3225806451612903
1324,0.4
1325,0.5294117647058824
1326,0.5
1327,0.8
1328,0.3409090909090909
1329,0.5652173913043478
1330,1.0
1331,0.38461538461538464
1332,0.7272727272727273
1333,0.47058823529411764
1334,0.43902439024390244
1335,0.4
1336,0.5652173913043478
1337,0.38095238095238093
1338,0.53125
1339,0.5172413793103449
1340,0.5789473684210527
1341,0.6666666666666666
1342,0.5652173913043478
1343,0.40625
1344,0.3220338983050847
1345,0.6666666666666666
1346,0.7857142857142857
1347,0.3728813559322034
1348,0.8181818181818182
1349,0.6190476190476191
1350,0.6
1351,0.8181818181818182
1352,0.38095238095238093
1353,1.0
1354,0.16101694915254236
1355,0.5714285714285714
1356,1.0
1357,0.32558139534883723
1358,0.5128205128205128
1359,0.6666666666666666
1360,0.8666666666666667
1361,0.3275862068965517
1362,0.5882352941176471
1363,0.4482758620689655
1364,0.23376623376623376
1365,0.38461538461538464
1366,0.5454545454545454
1367,0.5652173913043478
1368,0.29310344827586204
1369,0.45161290322580644
1370,0.5925925925925926
1371,0.3269230769230769
1372,0.3829787234042553
1373,0.38235294117647056
1374,0.3673469387755102
1375,0.5
1376,0.22093023255813954
1377,0.5
1378,0.625
1379,1.0
1380,0.4411764705882353
1381,0.6190476190476191
1382,0.3333333333333333
1383,0.21839080459770116
1384,0.5294117647058824
1385,0.6428571428571429
1386,0.6111111111111112
1387,0.27419354838709675
1388,0.2553191489361702
1389,0.75
1390,0.8461538461538461
1391,0.34
1392,0.35135135135135137
1393,0.4594594594594595
1394,0.4166666666666667
1395,0.2982456140350877
1396,0.875
1397,0.4482758620689655
1398,0.6428571428571429
1399,0.45161290322580644
1400,0.6
1401,0.5294117647058824
1402,0.4594594594594595
1403,0.7777777777777778
1404,0.6
1405,0.5714285714285714
1406,0.6
1407,0.75
1408,0.7142857142857143
1409,1.0
1410,0.75
1411,0.5454545454545454
1412,0.5652173913043478
1413,0.5882352941176471
1414,0.6
1415,0.47058823529411764
1416,0.55
1417,0.3
1418,0.6666666666666666
1419,0.75
1420,0.8
1421,0.8571428571428571
1422,0.39285714285714285
1423,1.0
1424,0.44
